WORLD_DESCRIPT_DASHCHALLENGE,This is a <COLOR=#990000>Covert Operation</COLOR>. A lone bro must use agility to <COLOR=#ff6c00>penetrate</COLOR> the terrorist defences and <COLOR=#ff6c00>assassinate</COLOR> their leader.,这是一次<COLOR=#990000>隐秘行动</COLOR>。一名孤胆兄贵必须凭借灵活的身手<COLOR=#ff6c00>潜入</COLOR>恐怖分子的防御工事并<COLOR=#ff6c00>暗杀</COLOR>他们的首领。
WORLD_DESCRIPT_ELLENCHALLENGE,"This is a <COLOR=#990000>Covert Operation</COLOR>. Ellen Ripbro is deep in alien territory, on a mission to <COLOR=#ff6c00>purge</COLOR> the alien hive. ",这是一次<COLOR=#990000>隐秘行动</COLOR>。EllenRipbro正深入外星人腹地，执行一项<COLOR=#ff6c00>肃清</COLOR>外星蜂巢的任务。 
WORLD_DESCRIPT_HAWAII,This is <color=#900>Hawaii</color>. Aliens have invaded here on American borders! <color=#900><i>De-alienate them!</i></color>,这里是<color=#900>夏威夷</color>。外星人已经从美国边界入侵了这里！ <color=#900><i>剿灭他们吧！</i></color>
WORLD_DESCRIPT_HELL,This is <color=#900>The United States of America</color>. Strange reports of demons and massive evil have flooded in. <color=#900><i>Humanize them!</i></color>,这里是<color=#900>美利坚合众国</color>。据奇怪的报告称恶魔和大量邪恶势力已经涌入。<color=#900><i>用人性感化他们吧！</i></color>
WORLD_DESCRIPT_HONGKONG,"The people from this country look, speak and act differently to us. <color=#900><i>Let's move fast, Bros!</i></color>",这里的人长相、说话和行为都和我们不一样。<color=#900><i>快出发吧，兄贵！</i></color>
WORLD_DESCRIPT_INDIA,"No time to explain! <color=#900><i>You know what to do, Broforce!</i></color>",没时间解释了！<color=#900><i>你知道该怎么做的，兄贵军团！</i></color>
WORLD_DESCRIPT_INDONESIA,"This is <color=#900>Arstotzka</color>. Sources claim that it is, in fact, a country. <color=#900><i>Let's move out!</i></color>",这里是<color=#900>阿什托兹卡</color>。有消息称它是实际存在的国家。<color=#900><i>我们出发吧！</i></color>
WORLD_DESCRIPT_KAZAKHSTAN,This is <color=#900>Irakistan</color> - and they said we wouldn't be able to find it on a map!,这里是<color=#900>伊拉克斯坦</color>——他们宣称我们无法从地图上找到他们！
WORLD_DESCRIPT_MACBROVERCHALLENGE,"This is a <COLOR=#990000>Covert Operation</COLOR>. MacBrover is deep in enemy territory, on a mission to <COLOR=#ff6c00>actually murder</COLOR> the terrorist leader. ",这是一次<COLOR=#990000>隐秘行动</COLOR>。MacBrover正深入敌人腹地，执行一项<COLOR=#ff6c00>确实谋杀</COLOR>恐怖分子头领的任务。
WORLD_DESCRIPT_MECHCHALLENGE,This is a <COLOR=#990000>Covert Operation</COLOR>. A lone bro must <COLOR=#ff6c00>appropriate</COLOR> the terrorist's own weaponry and <COLOR=#ff6c00>assassinate</COLOR> their leader. ,这是一次<COLOR=#990000>隐秘行动</COLOR>。一名孤胆兄贵必须<COLOR=#ff6c00>盗取</COLOR>恐怖分子的专属武器并<COLOR=#ff6c00>暗杀</COLOR>他们的首领。 
WORLD_DESCRIPT_NEWGUINEA,Something something bipartisan something something unilateral military intervention. <color=#900><i>Let's go!</i></color>,就是两党合作、单边军事介入等这样那样的事。<color=#900><i>我们出发吧！</i></color>
WORLD_DESCRIPT_PANAMA,This is <color=#900>Val Verde</color>. Time to stabilize the region with our overwhelming firepower! <color=#900><i>GO GO GO!</i></color>,这里是<color=#900>巴尔韦德</color>。动用我们强大的火力稳定这一区域吧！<color=#900><i>冲冲冲！</i></color>
WORLD_DESCRIPT_PHILIPPINES,"Unconfirmed reports of WMD's in <color=#900>Jalpin</COLOR> have necessitated a pre-emptive strike. <color=#900><i>Keep on your toes, Broforce!</i></color>",据未确认的报告称<color=#900>黑律宾</COLOR>藏有大规模杀伤性武器，我们要先发制人。<color=#900><i>保持警惕，兄贵军团！</i></color>
WORLD_DESCRIPT_SOUTHKOREA,"This country really, really hates liberty. Probably. <color=#900><i>Show them why they are wrong!</i></color>",这个国家是真的真的很讨厌自由。也许吧。<color=#900><i>告诉他们为何是错的！</i></color>
WORLD_DESCRIPT_TIMEBROCHALLENGE,"This is a <COLOR=#990000>Covert Operation</COLOR>. Time Bro is deep in enemy territory, on a mission to <COLOR=#ff6c00>assassinate</COLOR> the terrorist leader. ",这是一次<COLOR=#990000>隐蔽行动</COLOR>。Time Bro正深入敌人腹地，执行一项 <COLOR=#ff6c00>暗杀</COLOR>恐怖分子头领的任务。 
WORLD_DESCRIPT_UKRAINE,<color=#900>Youkraine</color>? More like our kraine! <color=#900><i>Claim it for freeeeeedom!</i></color>,<color=#900>汝克兰</color>？现在是吾克兰了！ <color=#900><i>为自自自自自自由占领它！</i></color>
WORLD_DESCRIPT_VIETNAM,POWs have been stranded in <color=#900>Veetman</color> for 25 years now. Find them and <color=#900><i>save them!</i></color>,战俘已经被囚在<color=#900>月南</color>25年了。找到并<color=#900><i>解救他们！</i></color>
WORLD_DESCRIPT_WHITEHOUSE,"This is the White House, 'Murica! <color=#900><i>Time to party on taxpayer dollars!</i></color>",这里是白宫，美国佬！<color=#900><i>是时候用纳税人的钱办场派对了！</i></color>
STEAM_WORKSHOP_FILTERMAPS,FILTER MAPS,过滤地图
STEAM_WORKSHOP_SELECTMODE,SELECT FROM DEATHMATCH AND RACE CAMPAIGNS YOU HAVE SAVED LOCALLY,从保存在本地的死斗和竞速战役中选择
STEAM_WORKSHOP_TIME,TIME,时间
STEAM_WORKSHOP_CONTINUE,CONTINUE,继续
STEAM_WORKSHOP_RATE,RATE,评分
STEAM_WORKSHOP_RATECAMPAIGN,RATE THIS CAMPAIGN!,为此战役评分！
STEAM_WORKSHOP_THUMBSUP,THUMBS UP!,好评！
STEAM_WORKSHOP_THUMBSDOWN,THUMBS DOWN :(,差评(ToT) 
STEAM_WORKSHOP_SUBSCRIBE,SUBSCRIBE,订阅
STEAM_WORKSHOP_VIEWWORKSHOP,VIEW WORKSHOP PAGE,浏览工坊页面
STEAM_WORKSHOP_PLAYAGAIN,PLAY AGAIN!,再玩一次！
STEAM_WORKSHOP_SAVELOCAL,SAVE LOCALLY,保存在本地
